id_produk,nama_produk,review,id_user,nama_akun,rating_user,ulasan_produk,waktu_review,varian_produk
PI0152,"Noir N1v3 65% 3 Connection Wireless - Gaming Keyboard - White, Yellow Linear",16,UI0060,Muhammad,4,"switch nya smooth, walau stabilizer nya bisa lebih halus lagi dan tanpa rattle, terutama di spacebar dan backspace. body plastik nya lumayan solid walau polos (as in gak...",Lebih dari 1 tahun lalu,Varian: Grey - Yellow Linear
PI0152,"Noir N1v3 65% 3 Connection Wireless - Gaming Keyboard - White, Yellow Linear",17,UI0766,raja,5,mantap!!,Lebih dari 1 tahun lalu,Varian: Grey - Brown Tactile
PI0152,"Noir N1v3 65% 3 Connection Wireless - Gaming Keyboard - White, Yellow Linear",18,UI0767,Aldo,5,none,Lebih dari 1 tahun lalu,Varian: Grey - Red Linear
PI0152,"Noir N1v3 65% 3 Connection Wireless - Gaming Keyboard - White, Yellow Linear",19,UI0768,Dessita,5,Keyboardnya mantap dan enak digunakan.,Lebih dari 1 tahun lalu,Varian: Grey - Red Linear
PI0152,"Noir N1v3 65% 3 Connection Wireless - Gaming Keyboard - White, Yellow Linear",20,UI0079,Alvin,5,mantap,Lebih dari 1 tahun lalu,Varian: White - Brown Tactile
PI0152,"Noir N1v3 65% 3 Connection Wireless - Gaming Keyboard - White, Yellow Linear",21,UI0365,M***i,5,"Pertama dari respon sellernya cukup cepat, jadi kalau ada pertanyaan-pertanyaan bisa langsung tau jawabannya. Lalu, untuk pengirimannya menurut saya sangat cepat, baru or...",Lebih dari 1 tahun lalu,Varian: Grey - Brown Tactile
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,1,UI0645,S***n,5,Buat yang punya tangan besar butuh penyesuaian karena size mouse kecil,4 bulan lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,2,UI0258,A***l,5,☝️,6 bulan lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,3,UI0042,E***o,5,simpel low profile dari uler kadut,6 bulan lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,4,UI0769,Inov,5,produk original dan no cacat! keren,Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,5,UI0770,A***x,5,Perfect mouse,Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,6,UI0771,Wicaksono,5,"fast response, sesuai pesanan.",Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,7,UI0772,L***u,5,langganan d toko ini.puas.mantab,Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,8,UI0150,D***n,5,"sampai nya cepat , barang ori . dapet tumblr ggs . terima kasih",Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,9,UI0773,Harta,5,"Fast resp, barang sampai dengan kondisi baik, seller ramah",Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,10,UI0203,A***n,5,"Pelayanan Ok, orochi v2 ok, enak buat di bawa2",Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,11,UI0774,Alexius,5,none,Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,12,UI0691,Khoir,5,"Tikusnya mantep, buat main valo butuh penyesuaian karna sensornya agak keatas, tp klo udh biasa mantapp",Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,13,UI0775,e***l,5,Best value mouse.,Lebih dari 1 tahun lalu,Varian: Mouse Only
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,14,UI0076,T***o,5,"service penjual bagus, barangnya juga bagus sesuai ekspektasi. buat saya lebih nyaman ketimbang Logitech gpx superlight, soalnya biasa pake fingertip grip. kalo gpx keged...",Lebih dari 1 tahun lalu,Varian: Mouse Only
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,15,UI0776,Farrell,5,"Seller sangat responsif dan langsung diproses dan dikirim, sampai sehari setelah dikirim dengan ongkir reguler. Mouse bekerja dengan sangat baik. Best value.",Lebih dari 1 tahun lalu,Varian: Mouse Only
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,16,UI0777,C***s,5,Best value wireless mouse,Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,17,UI0060,Muhammad,5,Biasa pake logitech mx anywhere ga akan nyesel. Ukuran nya pas buat tangan kecil.,Lebih dari 1 tahun lalu,Varian: Promo Valentine
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,18,UI0085,D***y,5,"Pengiriman cepat, packing rapih dan aman menggunakan bubble wrap, seller responsive, overall recommended seller 👍",Lebih dari 1 tahun lalu,Varian: Promo Valentine
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,19,UI0088,Hendro,5,mantap... lod bisa set jadi 1 mm (1 dvd tidak gerak) koneksi aman tidak lag (colok ke usb 3.0),Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,20,UI0302,S***a,5,"Produk sesuai deskripsi, mousenya nyaman untuk ukuran tangan kecil dan sedang. Pelayanan seller cepat dan packing aman. Recommended.",Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,21,UI0778,Amelia,5,"Minggu malem ngidam dan langsung beli, Selasa siang sampe walopun pake ekspedisi gratis ongkir hehehe. I'm not a PC or game enthusiast, so please take this review li...",Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,22,UI0779,Vito,5,none,Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,23,UI0204,Andrew,5,"Bagus barangny shape ok cmn gr"" kecil aim butuh adaptasi.Overall Recommended",Lebih dari 1 tahun lalu,none
PI0153,Razer Orochi V2 White Edition - Gaming Mouse,24,UI0780,muhammad,5,"Enteng, Aim improve banget, 5 menit langsung adapt ke sensor placement. Cuma ga terlalu suka sama switch kliknya yang agak goyang/longgar tapi bisa di akalin pake tisu. O...",Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",1,UI0157,Arief,5,Mantabbbbb,1 bulan lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",2,UI0781,P***n,5,"Barang terima dengan baik, packing aman karena nambah kardus jadi no worry. Pengiriman juga sesuai estimasi. Setelah pemakaian 2 bulan lebih tdk ada masalah, semoga awet...",7 bulan lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",3,UI0465,M***n,5,"barang oke, cek synapse kebaca.. pengiriman juga cepet.. thanks",8 bulan lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",4,UI0542,Putra,5,terima kasih!!!,9 bulan lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",5,UI0782,I***l,5,barang ok banget + lagi promo gk berasa nih mouse juga bukan kaleng kaleng,10 bulan lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",6,UI0068,Fajar,5,"Sangat puas dengan kualitasnya, apalagi harganya sudah jauh turun dari sebelumnya. Karena mouse ergonomic, jadi nyaman banget dipake palm grip. Konektivitas lengkap, minu...",11 bulan lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",7,UI0783,Zon,4,"Setelah dipakai selama 1 bulan hasilnya memuaskan. Baterai tahan lama, mouse cepat konek ke pc, bangun dari sleep hampir instan. Kekurangannya scroll wheel tidak bisa kli...",Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",8,UI0258,A***l,5,none,Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",9,UI0759,d***y,5,"mantab pengiriman cepat, garansi resmi",Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",10,UI0784,J,5,mantap. emg nyaman banget ini mouse!,Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",11,UI0785,Henry,5,barang orisinal. sesuai deskripsi,Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",12,UI0786,Dippos,5,Razer udah ga perlu diragukan lagi lah...seller juga fast response dikirim cepat juga...top lah ud langganan,Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",13,UI0787,m***a,5,"Mouse dengan desain elegan, ergonomi, performa luar biasa walaupun wireless. Pokonya melebihi ekspektasi dah",Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",14,UI0150,D***n,5,mantap,Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",15,UI0582,Benny,5,"Mau ngasih ulasan, tapi ya kok siapa yg ga kenal GGS gitu... Tapi ya udah deh kasih lg aja... Seller jelas ramah, fast respons, pengiriman cepat (gosend nya aja lama nih...",Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",16,UI0788,raynaldo,5,"Mouse nyaman, berat pas, tidak ada lagging saat wireless",Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",17,UI0789,Sebastian,5,Nyaman dan praktis tinggal plug and play Ukuran mouse pas ditangan.,Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",18,UI0035,Hans,5,"barang bagus dan sesuai, packing rapi dan seller ramah.",Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",19,UI0346,F***n,5,"Good looking, good performance. Docknya juga sangat berguna. Terimakasih….",Lebih dari 1 tahun lalu,none
PI0154,"Razer Deathadder V2 Pro - Wireless Gaming Mouse ""NON DOCKING""",20,UI0790,Roni,5,"respon penjual cepat, dan udah sering beli barang di toko ini",Lebih dari 1 tahun lalu,none
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,1,UI0791,juan,5,sempet ada kendala pas order tapi admin fast resp dan baik banget.,1 minggu lalu,Varian: Putih
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,2,UI0792,F***s,5,"satu bulan pemakain oke, untuk main valo juga enak denger step. semoga awet",1 bulan lalu,Varian: Putih
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,3,UI0793,Oky,5,none,1 bulan lalu,Varian: Putih
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,4,UI0105,F***y,5,"packaging aman, pengiriman sesuai request!",1 bulan lalu,Varian: Hitam
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,5,UI0794,Risna,5,"barang 👍🏻 penjual 👍🏻 pengiriman 👎🏻 review barang volume di headphone terpisah sama yang ada di control pc, pemakaian 40-50 udah enak, kualitas suara sudah puas, ta...",2 bulan lalu,Varian: Hitam
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,6,UI0485,Randy,5,MANTAB,2 bulan lalu,Varian: Hitam
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,7,UI0237,Raihan,5,Nice,4 bulan lalu,Varian: Hitam
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,8,UI0795,Felix,5,"packing oke tpi mungkin bs ditambah satu layer proteksi lagi. Audio qualitynya dan micnya mantep banget, harus diadjust dlu pake appnya Steelseries. Warna putihnya juga c...",7 bulan lalu,Varian: Putih
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,9,UI0386,Reza,5,keren banget ga nyesel,7 bulan lalu,Varian: Hitam
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,10,UI0053,M***d,5,none,8 bulan lalu,Varian: Hitam
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,11,UI0796,Tham,5,Fire🔥,8 bulan lalu,Varian: Hitam
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,12,UI0797,Cahya,5,mantapp bro 😍,11 bulan lalu,Varian: Hitam
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,13,UI0399,G***d,5,Earcupnya lembut Nyaman dan praktis tinggal plug and play Sound mantap,11 bulan lalu,Varian: Hitam
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,14,UI0735,W***u,5,Sound mantap Earcupnya lembut Nyaman dan praktis tinggal plug and play,Lebih dari 1 tahun lalu,Varian: Hitam
PI0155,Steelseries Arctis Nova 1 - Gaming Headset - Hitam,15,UI0798,Reinhart,5,"mantep bat asli! adminnya responsif, jawabannya juga ngebantu banget! produknya juga memuaskan! makasiiiii GGS!!",Lebih dari 1 tahun lalu,Varian: Putih
PI0156,Razer DeathAdder V3 Pro - Ultra lightweight Wireless Mouse - Putih,1,UI0799,g***g,5,"fist time punya mouse wutdehel, smoga awet",1 bulan lalu,Varian: Hitam
PI0156,Razer DeathAdder V3 Pro - Ultra lightweight Wireless Mouse - Putih,2,UI0250,R***i,5,"Tidak perlu diragukan lagi lah GGS mah, dari dulu kalau nyari gaming gear pasti kesini!",2 bulan lalu,Varian: Hitam
PI0156,Razer DeathAdder V3 Pro - Ultra lightweight Wireless Mouse - Putih,3,UI0800,Riki,5,"smooth banget, baru kali ini ngerasain mouse gamming yg enak. beli karena review dari goodgaming.",3 bulan lalu,Varian: Hitam
PI0156,Razer DeathAdder V3 Pro - Ultra lightweight Wireless Mouse - Putih,4,UI0135,A***o,5,"ga nyesel beli mouse ini, sgt ringan dan nyaman di tangan.. bisa utk palm grip and claw grip",Lebih dari 1 tahun lalu,Varian: Hitam
PI0156,Razer DeathAdder V3 Pro - Ultra lightweight Wireless Mouse - Putih,5,UI0439,M***l,5,Seller responsif dan pengiriman juga gercep. Untuk mousenya belum bisa saya review karena mau dikasih ke orang. Terima kasih,Lebih dari 1 tahun lalu,Varian: Hitam
PI0156,Razer DeathAdder V3 Pro - Ultra lightweight Wireless Mouse - Putih,6,UI0801,f***s,5,Mantab,Lebih dari 1 tahun lalu,Varian: Putih
PI0156,Razer DeathAdder V3 Pro - Ultra lightweight Wireless Mouse - Putih,7,UI0789,Sebastian,5,mantap 👍,Lebih dari 1 tahun lalu,Varian: Putih
PI0156,Razer DeathAdder V3 Pro - Ultra lightweight Wireless Mouse - Putih,8,UI0802,stefan,5,"Jos sampai cepat ke pekanbaru, ga salah pilih mouse nya gokil",Lebih dari 1 tahun lalu,Varian: Hitam
PI0156,Razer DeathAdder V3 Pro - Ultra lightweight Wireless Mouse - Putih,9,UI0389,N***a,5,"By far the best sensor, crisp clicks, overall a great mouse for medium to large hands using claw/palm grip. (Viper was too small for me)",Lebih dari 1 tahun lalu,Varian: Hitam
PI0156,Razer DeathAdder V3 Pro - Ultra lightweight Wireless Mouse - Putih,10,UI0582,Benny,5,"Selalu puas beli di GGS. Bales chat cepet, nanya2 soal berapa lama pre order (padahal memang masa PO tulisnya 30 hari, tapi soalnya liat toko sebelah udah ga PO statusnya...",Lebih dari 1 tahun lalu,Varian: Hitam
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",1,UI0803,faris,4,"keyboard nya bagus, berfungsi dg baik. hanya boxnya saja sepertinya sudah lama jadi rusak",7 bulan lalu,Varian: Gateron Blue - Keyboard Only
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",2,UI0723,Rezky,5,"terima kasih banyak ya min, keyboard nya sudah saya terima dengan kondisi sangat baik dan pengirimannya juga sangat cepat",Lebih dari 1 tahun lalu,Varian: Gateron Blue - Keyboard Only
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",3,UI0287,Ivan,5,"barang mantap seperti biasa, dapet bonus THR juga 😆😆",Lebih dari 1 tahun lalu,Varian: Gateron Yellow
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",4,UI0804,Edwin,4,"respond cepat, barang good, cuman. sayang dusnya penyok",Lebih dari 1 tahun lalu,Varian: Gateron Red
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",5,UI0725,A***f,5,"Barang bagus dengan aman, packaging mantul, plus dapet gantungan kunci hehehehe, nice buat goodgaming shop",Lebih dari 1 tahun lalu,Varian: Gateron Green
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",6,UI0805,J***i,5,sangat puas barangnya kualitas bgs n respon cepat,Lebih dari 1 tahun lalu,Varian: Gateron Green
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",7,UI0273,A***e,5,unbox > check > test > all works 👍🏼 buildnya jg ok 👍🏼,Lebih dari 1 tahun lalu,Varian: Gateron Yellow
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",8,UI0806,Christalia,5,Bagus barangnyaaa,Lebih dari 1 tahun lalu,Varian: Gateron Red
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",9,UI0807,d***e,5,"mantapp, produk dan pelayanan yang ramah,,, sangat recommended belanja disini",Lebih dari 1 tahun lalu,Varian: Gateron Blue
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",10,UI0808,M***H,5,"seller responsif, pengiriman tepat waktu. packing rapi, kualitas barang oke, keyboardnya nyaman buat dipakai gaming & kerja.",Lebih dari 1 tahun lalu,Varian: Gateron Yellow
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",11,UI0809,L***d,5,"pengiriman cepat, tanpa lalalili langsung jos, paketan rapi, barang no defect, semuanya berfungsi dengan baik. Recommended",Lebih dari 1 tahun lalu,Varian: Gateron Green
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",12,UI0152,T***n,5,Nyaman banget yang black. Akhirnya punya mechanical keyboard. Warna-warni lagi. So happy. Hahaha.,Lebih dari 1 tahun lalu,Varian: Gateron black
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",13,UI0810,Gus,5,"kerenn parahh sih ini, makasi kakk barangnya selamat sampe tujuan.",Lebih dari 1 tahun lalu,Varian: Gateron Yellow
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",14,UI0330,H***a,1,"box tidak tersegel manual book, spare switch dan switch puller tidak ada rgb keyboard belang",Lebih dari 1 tahun lalu,Varian: Gateron Green
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",15,UI0761,Gunawan,5,"Kualitas barang bagus, untuk switch gateron yellow emg ga bikin kecewa, build quality keyboard sendiri sangat baik mengingat di bracket harganya kegboard ini sudah full r...",Lebih dari 1 tahun lalu,Varian: Gateron Yellow
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",16,UI0391,Dika,5,"Mantap sih keyboardnya, harga kelas menengah tapi feel kelas atas. Komplit semua fitur yg aku butuhin. Agak berat tapi malah jadi kerasa kokoh dan tebel materialnya",Lebih dari 1 tahun lalu,Varian: Gateron Blue
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",17,UI0220,Ahmad,5,"barang oke, pengiriman cepet, banyak bonusnya, MANTAAAAPPP",Lebih dari 1 tahun lalu,Varian: Gateron Yellow
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",18,UI0811,Alvi,5,"Mantap, ga nyangka datengnya hari ini euy, kirain senen 👌 Order ke-2 kalinya disini, tinggal nunggu shroudnya nih yang versi 104 masuk indo 👌",Lebih dari 1 tahun lalu,Varian: Gateron black
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",19,UI0188,H***l,5,Best lahh. Best seller di tanya kesana kemari selalu fast response dan recommendation nya mantap ⭐⭐⭐⭐⭐ Review Barang: I think build quality is very decent for the price p...,Lebih dari 1 tahun lalu,Varian: Gateron black
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",20,UI0159,R***n,5,nice barang yang di pesan sesuai deskripsi (hotswap) & packingnya rapih 👍,Lebih dari 1 tahun lalu,Varian: Gateron Red
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",21,UI0812,Priscilla,5,service cepat. produk sesuai deskripsi. thanks..,Lebih dari 1 tahun lalu,Varian: Gateron Yellow
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",22,UI0199,Naufal,5,"agak disayangkan kardusnya rada robek, tapi isinya sempurna keren banget.",Lebih dari 1 tahun lalu,Varian: Gateron Blue
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",23,UI0813,Yabes,5,manteb bgt ini keyboard. cheklist semua fitur gw ada di sini.,Lebih dari 1 tahun lalu,Varian: Gateron Red
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",24,UI0814,febry,5,mantep boss,Lebih dari 1 tahun lalu,Varian: Gateron Blue
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",25,UI0599,Andi,5,Cepat dan sesuai dengan yang dijual,Lebih dari 1 tahun lalu,Varian: Gateron Blue
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",26,UI0178,Michael,5,Bagus si.... kualitas nya oke.. budget keyboard bisa dibilang... pake gateron blue nya juga nyaman... ga kalah sama punya corsair atau logitech... cuma ya 2 merek itu ya...,Lebih dari 1 tahun lalu,Varian: Gateron Blue
PI0157,"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",27,UI0036,A***i,5,good,Lebih dari 1 tahun lalu,Varian: Gateron Blue
PI0014,LEOBOG GRAYWOOD V4 SWITCH LINEAR FOR GAMING MECHANICAL KEYBOARD,1,UI0815,J***d,5,Clack clack,2 bulan lalu,none
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,1,UI0752,Bagus,5,"udh mendarat dengan selamat,manteb banget kualitas ok seller dan kurir fast reapon",1 minggu lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,2,UI0816,P***k,5,Terlalu bagus untuk harganya,2 minggu lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,3,UI0036,A***i,5,oke,2 minggu lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,4,UI0817,s***y,4,Barang bagus dus game pad rusak,1 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,5,UI0818,Rafii,5,ngacir syekali,1 bulan lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,6,UI0717,Rizal,5,"barang lengkap dan kondisi bagus, pengiriman super cepat",1 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,7,UI0518,Teddy,5,"sip, sesuai pesanan. sudah di test, overall bagus dan enak di genggamnya. 👍",1 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,8,UI0819,Anza,5,"Fast response, recommended seller! Buat Rexus well done BGT lah ini joystick yg sangat worth to buy pake BGT, quality build bagus, sensitivity bagus, nyaman dipake, dan a...",2 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,9,UI0820,Dion,5,GG min stik ny,2 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,10,UI0408,Y***a,5,Kereeenn..pengiriman instan juga cepat respon nya…,3 bulan lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,11,UI0821,N***f,5,selalu terbaik memang GGS 🗿👍,3 bulan lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,12,UI0822,Dandy,5,joss 🙌,3 bulan lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,13,UI0735,W***u,5,"Produk sesuai deskripsi, kondisi tersegel dan berfungsi dengan baik(semoga awet)",3 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,14,UI0823,Zaldy,5,none,4 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,15,UI0824,M***o,5,barang sesuai deskripsi..bagus kwalitas nya😃👍,4 bulan lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,16,UI0250,R***i,5,"Gamepad nya enak, fitur getarnya juga jalan. Pas pertama kali setup agak bingung gimana cara ubah dari DInput ke XInput karena kurang dijelasin di buku panduan, Tapi akhi...",4 bulan lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,17,UI0167,G***n,5,"Barang bagus, sudah hall effect, tidak ada minus sama sekali, sudah sering beli disini tidak pernah kecewa, build quality bagus juga, semuanya bagus",4 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,18,UI0017,W***y,5,Adminnya responsif dan sangat membantu sekali pelayanannya,4 bulan lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,19,UI0053,M***d,5,none,4 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,20,UI0086,W***m,5,"Barangnya bagus & build qualitynya gak kayak barang murah, overall sangat puas",4 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,21,UI0386,Reza,5,none,5 bulan lalu,Varian: White Mint
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,22,UI0825,Wili,5,mantapp. produk rexusnya ori dan berfungsi dengan baik. seller juga ga capek2 jawab pertanyaan. recomended tokonya,8 bulan lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,23,UI0826,Alfan,5,keren banged joysticknya,8 bulan lalu,Varian: Black Grey
PI0158,Rexus Gamepad Daxa Asteria AX1 V2 - White Mint,24,UI0827,Wildan,5,bagus deh pokok nya,10 bulan lalu,Varian: Black Grey
PI0160,SteelSeries Rival 5 - Gaming Mouse,1,UI0828,fatih,4,"untuk harga bahannya kualitasnya jelek, selebihnya bagus banget",9 bulan lalu,none
PI0160,SteelSeries Rival 5 - Gaming Mouse,2,UI0623,S***s,4,mantap barangnya ok.. cuma tidak dikasih stiker yg dijanjikan.. barang original...,11 bulan lalu,none
PI0160,SteelSeries Rival 5 - Gaming Mouse,3,UI0051,Kevin,5,"Packing tebel, barang dalam kondisi baik",Lebih dari 1 tahun lalu,none
