id_produk,nama_produk,review,id_user,nama_akun,rating_user,ulasan_produk,waktu_review,varian_produk
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,16,UI0525,Dan,5,Terima kasih banyak 😁🙏,Lebih dari 1 tahun lalu,Varian: HATI S 1.0
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,17,UI2576,Yudha,5,none,Lebih dari 1 tahun lalu,Varian: G502 HERO
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,18,UI0989,BenZ,5,Barang sesuai dgn apa yg dideskripsikan. Belum diaplikasikan. Semoga pas & awet & smooth....,Lebih dari 1 tahun lalu,Varian: MODEL O 1 SET
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,19,UI0115,Wahyu,5,"mantapp licin,tapi tiger ice the bestt",Lebih dari 1 tahun lalu,Varian: Rival 600
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,20,UI0053,M***d,5,"Belum dicoba, buat cadangan. Seller responsif dan solutif. Kualitas barang bagus. Sukses terus Goodgamingshop.",Lebih dari 1 tahun lalu,Varian: G502 HERO
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,21,UI0246,M***s,5,mantappu djiwa,Lebih dari 1 tahun lalu,Varian: G502 HERO
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,22,UI2689,Aryakk,5,Barang mantepp bener bener beda feel nya sama bawaannya g502 lebih enak slide nya. Cs ggs juga ramah.. Packing rapi.. Plus nya makin ganteng aja g502 hero yang udah berum...,Lebih dari 1 tahun lalu,Varian: G502 HERO
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,23,UI0109,Bayu,5,Barang sesuai gambar pengiriman cepat mantappp,Lebih dari 1 tahun lalu,Varian: G502 HERO
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,24,UI1878,Mahardika,5,Link unboxing Mousefeet Tiger Arc & Skin Tribal **************************** recommended cocok babget buat yang mau custom g502nya biar makin oke,Lebih dari 1 tahun lalu,Varian: G502 HERO
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,25,UI2690,Addo,5,"Pengiriman dan respon seller cepat, barang sampai dengan baik, kualitas barang baik, mouse licinnn..... Recommended 👍🏻👍🏻👍🏻",Lebih dari 1 tahun lalu,Varian: G502 HERO
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,26,UI0220,Ahmad,5,mantab,Lebih dari 1 tahun lalu,Varian: XM1
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,27,UI0178,Michael,5,mulus mantab uy barangnya top lah 90k worth it,Lebih dari 1 tahun lalu,Varian: G502 HERO
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,28,UI0035,Hans,5,Barang Mantap. Fast Respon dan Pengiriman Aman. Pokoknya Recomended Seller Deh ^_^,Lebih dari 1 tahun lalu,Varian: G502 HERO
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,29,UI1244,Bernard,5,Saya suka saya suka youtube..com/aruhikaru,Lebih dari 1 tahun lalu,Varian: Rival 600
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,30,UI2685,Aaron,1,Beda dengan deskripsi,Lebih dari 1 tahun lalu,Varian: HatiS
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,31,UI0371,D***a,5,kerenn,Lebih dari 1 tahun lalu,Varian: G102 GPRO WIRED
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,32,UI0662,Rheza,5,"toko langganan selalu pelayanannya top ! packingnya rapih, pengiriman cepat, adminnya gercep, dan sesuai pesanan 😎",Lebih dari 1 tahun lalu,Varian: DEATHADDER V2
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,33,UI0318,N***r,4,"di desc tulisannya lebih tebel, tp pas dicoba paling tida ga ganggu track sensornya pas dipasang di mouse jg kurang-lebi pas fellnya, jelas beda lah kl dibandingin bawaan...",Lebih dari 1 tahun lalu,Varian: MM710
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,34,UI0693,H***o,5,"admin sangat responsif dan ramah, barang aman, first impression kane+licin, tested di mousepad DA D4 yg baru dicuci, feet bawaan tecware exo+ ampas asli ternyata😂",Lebih dari 1 tahun lalu,Varian: MODEL O 1 SET
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,35,UI0220,Ahmad,5,ggs joussss bangettt,Lebih dari 1 tahun lalu,Varian: Za11/Za12/FK
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,36,UI0287,Ivan,5,"mantab bikin mouse jadi licin banget, buat g502 potongan nya juga pas banget",Lebih dari 1 tahun lalu,Varian: G502
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,37,UI2691,Christine,5,The product is very good.,Lebih dari 1 tahun lalu,Varian: G502 Lightspeed
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,38,UI0060,Muhammad,5,none,Lebih dari 1 tahun lalu,Varian: G304
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,39,UI1293,ronald,5,Nice,Lebih dari 1 tahun lalu,Varian: G304
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,40,UI0073,I***n,5,Urusan gaming gear serahkan pada ahlinya... Best gaming shop for me. Ty,Lebih dari 1 tahun lalu,Varian: G502
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,41,UI2692,Wawan,5,"Recomended seller,sebelum dilakukan pengiriman mereka melakukan konfirmasi untuk tipe mouse yang saya miliki. Mencegah terjadi kesalahan pembelian. Makasi gan",Lebih dari 1 tahun lalu,Varian: G502
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,42,UI0096,Yohanes,5,"Mantap, barang cepat sampai. Enak banget dipakai di Tecware Exo Elite. Recommended",Lebih dari 1 tahun lalu,Varian: MODEL O 1 SET
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,43,UI0602,Farhan,5,Respons seller cepet banget! Kualitas barangnya bagus juga. Thank you!!,Lebih dari 1 tahun lalu,Varian: G502
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,44,UI2693,aria,5,Ahh Mantap..,Lebih dari 1 tahun lalu,Varian: G403 G603 G703
PI0064,TIGER ARC GAMING MOUSE FEET HyperGlide CLONE - G502 LIGHTSPEED - MM710,45,UI2694,Borju,5,liciin banget di banding yang bawaan,Lebih dari 1 tahun lalu,Varian: G403 G603 G703
PI0713,Keychron K2 - Wireless Gaming Keyboard - Gatheron Red,1,UI1535,Jimmy,5,"keren dan enak untuk pakai mengetik, konektivitas lengkap 👍👍👍",Lebih dari 1 tahun lalu,Varian: Gatheron Red
PI0715,Elgato Wave Shock Mount,1,UI0176,J***n,5,Sesuai dengan deskripsi,6 bulan lalu,none
PI0715,Elgato Wave Shock Mount,2,UI0153,Safwan,5,Shock mount helps add weight to my wave 3 so I can use it with my Rode PSA1 boom arm.,Lebih dari 1 tahun lalu,none
PI0715,Elgato Wave Shock Mount,3,UI2025,Rifky,5,none,Lebih dari 1 tahun lalu,none
PI0715,Elgato Wave Shock Mount,4,UI0148,Nino,5,"selalu GG kalau belanja di GGS terimakasih atas pelayanan yang selalu memuaskan pesan jam 3 , jam 5 sudah sampai sukses terus",Lebih dari 1 tahun lalu,none
PI0716,Logitech G331 Stereo Gaming Headset,1,UI2667,G***o,5,"Pemaketan rapih, headset sampai dengan keadaan sempurna, tidak ada cacat fungsi, kualitas suara dan voice mike nya sangat baik dan jernih, semua sesuai deskripsi produk",Lebih dari 1 tahun lalu,none
PI0717,"Noir N1/X 65% VIA/QMK Wireless Mechanical Keyboard Gasket Mount - Zest, KTT KU Brown",1,UI2695,wijayahega,5,Keyboardnya mantap dan enak digunakan,2 minggu lalu,Varian: Citron - KTT KU Orange
PI0717,"Noir N1/X 65% VIA/QMK Wireless Mechanical Keyboard Gasket Mount - Zest, KTT KU Brown",2,UI1123,H***z,5,Keyboardnya mantap dan enak digunakan Build quality-nya terbaik,4 minggu lalu,Varian: Citron - KTT KU Orange
PI0718,Fantech Kanata VX9 / VX9S RGB Gaming Mouse - VX9 BLACK,1,UI2696,Wendi,5,mantapp,2 minggu lalu,Varian: VX9S PUTIH
PI0719,Ajazz AKP153 Visual Custom Console Macropad,1,UI2697,E***g,5,"Mantap, fungsi sama kaya merk sebelah, harga 3x lebih murah",3 bulan lalu,none
PI0720,Fantech DUAL MODE Wireless Mouse Gaming WGC3 Rechargeable PIXART 3325 - Hitam,1,UI0036,A***i,5,mantaaaap sudah di pake lupa ripiw,3 hari lalu,Varian: Hitam
PI0721,Rexus Headset Gaming Vonix F29,1,UI2010,Rafly,5,dulu pernah punya Rexus dan F29 ini mengingatkan saya dengan colokan yang sama persis. semoga awet. thanks goodgamingshop,1 bulan lalu,none
PI0722,Rexus Deskmat Daxa Dream - Blushing Sky,1,UI2022,markus,5,"mantap barangnya Nyaman dan praktis tinggal plug and play tebal pula, makasih kak",1 bulan lalu,Varian: Deep Undersea
PI0724,Rexus Cooling Pad Breeze B160 Fan With RGB,1,UI0420,Nur,5,"pengiriman cepat, barang aman pake bubble wrap, ggs top",3 bulan lalu,none
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,1,UI0483,albertosamosir,5,barang sdh mendarat dan baru dicoba mudah2an aman sentosa,1 minggu lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,2,UI0202,A***a,5,Meski agak drama karena kurir instan grab ama gojek ga ada yg mau ambil. Akhirnya ambil sndri. Thx ggs. Emang tokped. Antum super badut. CS lu lebih,1 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,3,UI2698,andra,5,"Build Quality mantep, Sensor, Switch, Berat, Overall good experience, Pengiriman juga sat set cepat, mantep deh.",1 bulan lalu,Varian: White
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,4,UI1700,v***a,5,none,2 bulan lalu,Varian: Magenta
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,5,UI0396,F***x,5,barang bagus 🤟,2 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,6,UI0248,Kadek,5,"good packaging and product quality, very responsive seller",2 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,7,UI0045,Muhamad,5,Premium harga ga bohong. jangan ragu beli. ada harga ada kualitas.,2 bulan lalu,Varian: Magenta
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,8,UI0202,A***a,5,mantap berfungsi dengan baik,4 bulan lalu,Varian: White
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,9,UI0207,d***a,3,ngga ada free mouse pad seperti di gambar,4 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,10,UI1520,N***o,5,Barang sudah diterima dalam kondisi baik👍,4 bulan lalu,Varian: Magenta
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,11,UI1212,S***h,5,"Packing aman, trusted deh.. bonusnya ketinggalan aja disusulin 🫶🏻",4 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,12,UI2699,aurelio,5,mousenya ringan banget cocok buat sensi rendah,4 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,13,UI1695,Nathan,5,"Barang berfungsi dengan baik, premium dan elegan",4 bulan lalu,Varian: White
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,14,UI1829,Ary,5,"Mantap beli disini, harga bersaing, bonusnya banyak. utk mouse ok, bagus. minusnya cm kliknya berat karena switch baru",5 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,15,UI2700,Jeni,5,"Udah di pake sebulan manteb,ngecas dari 40-100 ga sampe sejam gege apa karna type c yak ,tapi ni keren kali. Aku beli ini biar jadi proplayer valo ,tapi udah beli mouse m...",5 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,16,UI0103,R***o,5,"shape nya mirip dgn GPX generasi pertama tapi switch sdh optical, semoga awet",5 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,17,UI1599,Gary,5,none,6 bulan lalu,Varian: White
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,18,UI0159,R***n,5,Transaksi cepat barang aman,6 bulan lalu,Varian: White
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,19,UI0396,F***x,5,sangat nyaman dan enteng digunakan,6 bulan lalu,Varian: White
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,20,UI0178,Michael,5,"tipe mouse yang tinggi, tapi sempit. Surprisingly lumayan cocok ke saya yang selalu mengincar mouse ceper. Build quality super bagus dan pelayanan ggs gausah ditanya lagi...",6 bulan lalu,Varian: White
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,21,UI2701,Yudi,5,"akhirnya beli gpx karna yg versi 2 ini dah pake optical switch, jd ga bakal double click memang seenteng dan seenak itu sih makenya, worth",7 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,22,UI0297,D***g,5,none,7 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,23,UI0659,K***y,5,Headshot CS2 pake ini lebi easy,7 bulan lalu,Varian: Magenta
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,24,UI2702,Out,5,buset mantep bgt enteng kek mainan,7 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,25,UI2703,Chrisgianto,5,Keren sekali.,7 bulan lalu,Varian: White
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,26,UI2704,AFT,5,selalu puas belanja di GGS dari tahun 2011👍🏻,7 bulan lalu,Varian: Magenta
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,27,UI2705,Rony,5,"Produk ori , sesuai deskripsi , pengiriman cepat",7 bulan lalu,Varian: Black
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,28,UI0015,Daniel,5,"Dilayani dengan Baik, jika ada kendala dibantu. One of the best mice in the market right now in term of shape bisa buat claw grip, palm , fingertip.",7 bulan lalu,Varian: Magenta
PI0065,Logitech G PRO X SUPERLIGHT 2 Mouse Gaming Wireless E-Sports - Black,29,UI0422,M,5,keren,8 bulan lalu,Varian: Black
PI0725,Rexus Headset Stand Speaker Astro J4,1,UI2706,Ihsan,5,Good~,7 bulan lalu,none
PI0725,Rexus Headset Stand Speaker Astro J4,2,UI0624,M***w,5,"Dpat sepaket fungsinya, price to performancenya 100",7 bulan lalu,none
PI0726,Press Play ROVER84 v3 Wireless Mechanical Keyboard Gasket Mount - KAILH BOX WHITE,1,UI2707,Maryo,5,Barang sampai dengan kondisi yang sangat baik + keyboard nya sangat bagus dan keren,8 bulan lalu,Varian: GAT PRO YELLOW
PI0726,Press Play ROVER84 v3 Wireless Mechanical Keyboard Gasket Mount - KAILH BOX WHITE,2,UI2708,novian,5,barangnya mantapp seller juga sangat ramah,10 bulan lalu,Varian: KAILH BOX WHITE
PI0727,Logitech G PRO X 2 LIGHTSPEED Headset Gaming Wireless Bluetooth -White,1,UI0051,Kevin,5,Sound mantap,1 bulan lalu,none
PI0727,Logitech G PRO X 2 LIGHTSPEED Headset Gaming Wireless Bluetooth -White,2,UI0005,Winardi,5,"Packingan rapi dan barang sampai dengan aman. Headset dicoba pas main OW dan Valo, suara jelas dan jernih banget. Mic juga jauh lebih bagus dan jelas dibanding headset br...",5 bulan lalu,none
PI0728,Noir Inochi Deskmat / Mouse Pad,1,UI0079,Alvin,5,👍,2 bulan lalu,none
PI0729,Mouse Wireless Office FANTECH GO W192 Silent Click 2.4Ghz 1600DPI - Putih,1,UI2709,Bram,5,Buat harga segini sih gak ada lawan!,1 hari lalu,Varian: Hitam
PI0729,Mouse Wireless Office FANTECH GO W192 Silent Click 2.4Ghz 1600DPI - Putih,2,UI0039,C***r,5,barang keren dan mantab,10 bulan lalu,Varian: Hitam
PI0730,VortexSeries CNC Aluminium 2in1 Switch & Keycap Puller,1,UI1199,V***e,3,none,5 bulan lalu,none
PI0731,SKYLOONG GK980 GLACIER MECHANICAL GREY WHITE RED PBT KEYCAPS - Red Switch,1,UI1291,L***a,5,Keyboardnya mantap dan enak digunakan,2 bulan lalu,Varian: Rose Switch
PI0731,SKYLOONG GK980 GLACIER MECHANICAL GREY WHITE RED PBT KEYCAPS - Red Switch,2,UI1354,Ari,5,"Keyboardnya mantap dan enak digunakan, Enak banget buat nge-game dan Office karena ada Numpad nya, yg Lebih enak lagi Rotary Knob nya bisa di pindah² dan di tambah maks...",Lebih dari 1 tahun lalu,Varian: Rose Switch
PI0732,E-YOOSO HOTSWAP MECHANICAL 98% BLACK GREY KEYCAPS - Z-19 - Red Sw,1,UI1086,H***i,5,GGS ⭐⭐⭐⭐⭐ Silambat ⭐,7 bulan lalu,Varian: Brown Sw
PI0732,E-YOOSO HOTSWAP MECHANICAL 98% BLACK GREY KEYCAPS - Z-19 - Red Sw,2,UI0036,A***i,5,"keyboard mechanical basic yg cocok buat di custom kedepannya udh hotswap 5 pin, semoga awet",10 bulan lalu,Varian: Brown Sw
PI0732,E-YOOSO HOTSWAP MECHANICAL 98% BLACK GREY KEYCAPS - Z-19 - Red Sw,3,UI0215,A***s,5,"layoutnya jarang ditemukan, enak fullsize super compact, cuma beda 2 baris key aja dibanding 75%. dapet kabel type C nya bentuk L, jadi rapi.",11 bulan lalu,Varian: Red Sw
PI0733,Press Play EBISU PBT Doubleshot Keycaps Keycap Set,1,UI0342,Mohammad,5,"Ga Pernah Kecewa Beli Di GGS, Emng the Best, Build quality-nya terbaik",Lebih dari 1 tahun lalu,none
PI0734,Akko MOD 007 Southfacing V2 - Keyboard Barebone - Very Peri,1,UI0860,Ben,5,Badabest!!!,Lebih dari 1 tahun lalu,Varian: Space Gray
PI0734,Akko MOD 007 Southfacing V2 - Keyboard Barebone - Very Peri,2,UI2138,Renaldy,5,"barang sampai dengan aman, belum di tes, tapi kotaknya penyok2 mungkin karena ekspedisinya kali?",Lebih dari 1 tahun lalu,Varian: Space Gray
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,1,UI0052,Ryan,5,Barang diterima dalam kondisi baik dan siap digunakan,6 bulan lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,2,UI1950,Febrian,5,Mos bungeeenya keren seeehhhhh,7 bulan lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,3,UI1080,w***u,5,nice,8 bulan lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,4,UI1283,Raka,5,Barangnya berat jadi ga gampang geser. Mantab sih barangnya.,Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,5,UI2710,Dzaky,5,berfungsi dengan baikk,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,6,UI0916,W***n,5,Chonky juga ternyata. Berat juga,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,7,UI0093,Daffa,5,ntap ggs,Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,8,UI0134,H***s,5,kualitasnya lumayan mantap untuk harga murah,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,9,UI2681,cahyadi,5,produk sesuai. build kokoh dipegang berisi dan berat jadi gak goyang2.,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,10,UI0645,S***n,5,kualitas barang kokoh. oke punyaa,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,11,UI2711,Isthofain,5,mantap sesuai ekspektasi,Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,12,UI0725,A***f,5,mantepp,Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,13,UI0037,Jason,5,"recommended seller, barang bagus",Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,14,UI0021,H***n,5,Responsible! GGS sukses terus. 👍🏻,Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,15,UI0016,Fahmi,5,Bagus untuk kerja sehari-hari.,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,16,UI0804,Edwin,5,none,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,17,UI1683,A***g,5,Mantap 🤘,Lebih dari 1 tahun lalu,Varian: Merah Muda
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,18,UI0299,Adrian,5,MB ga usa yg mahal2 .. ini aja udah cukup :D,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,19,UI0279,Tommy,5,Mantap bener sellernya,Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,20,UI0530,Aryakhrs,5,"mantappp barangnyaa good quality, packaging nya jga lumayan ga ada yang cacat dibarangnya",Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,21,UI0531,Frans,5,barang sesuai dengan pesanan dan diterima dalam keadaan baik,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,22,UI0398,Ukhid,5,"Barang sesuai deskripsi, ngebantu banget biar kabel mouse gak berserakan dan ganggu saat maen game. Walau kardusnya lumayan ringsek, yang penting barangnya aman deh",Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,23,UI2712,Pekik,5,barang bagus. harga pas dapat harga murah. thanks,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,24,UI0159,R***n,5,"disikonnya racun banget 😤, sampe engga bisa tidur kalau belum checkout",Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,25,UI0474,C***n,3,baran pertama yang dikirim rgb mati abis itu tuker barang masi aja pernya tinggi sebelah jadi aja miring,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,26,UI1288,P***a,5,terima kasih. kualitas barang bagus. seller jg respon cepat.,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,27,UI0596,Wisnu,5,"Bagus kali, apa itu razer mending ini",Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,28,UI2713,Alwi,5,asli keren,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,29,UI1263,rifky,5,"murah tpi gak murahan, tak kirain ringan, ternyata berat solid, rekomen lah barangnya buat tambahan aksesoris di pc 👍",Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,30,UI0135,A***o,5,"Produknya oke dan berkualitas, experience ketika bermain pakai mouse wired jadi lebih baik",Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,31,UI0060,Muhammad,5,none,Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,32,UI1658,V***y,5,bagus tepat waktu,Lebih dari 1 tahun lalu,Varian: Hitam
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,33,UI2666,Riva,5,none,Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,34,UI2714,Nafis,5,"tidak ada kata kata yang indah selain ""MISII PAKEEET!!!""",Lebih dari 1 tahun lalu,Varian: Putih
PI0066,Fantech Mouse Bungee RGB PRISMA+ MBR01 Cord Clip - Merah Muda,35,UI0176,J***n,5,"Barang Bagus, packaging mantap, Pengiriman Cepat. Gaming Shop Favorit disini 😁👍🏻",Lebih dari 1 tahun lalu,Varian: Putih
