Nama Produk,Review,Nama Akun,Rating User,Ulasan Produk,Waktu Review,Varian Produk
Thronmax Shock Mount,1,Kemal,bintang 5,"pemasangan mudah, cukup shockproof",Lebih dari 1 tahun lalu,none
