Nama Produk,Review,Nama Akun,Rating User,Ulasan Produk,Waktu Review,Varian Produk
KC Keycaps Evangelion13 XDA 133 Keys,1,S***k,bintang 5,"Profile XDA jadi agak datar, pengiriman sesuai eta. Kualitas barang sesuai harga. Beberapa keycaps warnanya kurang tajam ya sesuai harga. Overall bagus kok .",10 bulan lalu,none
KC Keycaps Evangelion13 XDA 133 Keys,2,G***l,bintang 5,Keren banget 😩,Lebih dari 1 tahun lalu,none
