Nama Produk,Review,Nama Akun,Rating User,Ulasan Produk,Waktu Review,Varian Produk
Ducky One 2 Tuxedo - Gaming Keyboard,1,Arizal,bintang 5,packing barang rapi dan aman. Kondisi juga aman pas dibuka. Karena pertama kali pake ducky agak aneh material keycap nya rada kasar. Dan karena milih silent red ga nyangk...,Lebih dari 1 tahun lalu,Varian: Silent RED
Ducky One 2 Tuxedo - Gaming Keyboard,2,G***a,bintang 5,none,Lebih dari 1 tahun lalu,Varian: Black
Ducky One 2 Tuxedo - Gaming Keyboard,3,Benny,bintang 1,kecewa,Lebih dari 1 tahun lalu,Varian: Biru
Ducky One 2 Tuxedo - Gaming Keyboard,4,Frederick,bintang 5,"Recommended Seller ! Pelayanan nya bagus, seller ramah walau di luar jam kantor. Terima kasih banyak buat fast respond nya. Pengiriman tepat waktu sesuai janji.",Lebih dari 1 tahun lalu,Varian: Silent RED
Ducky One 2 Tuxedo - Gaming Keyboard,5,Diego,bintang 5,"Keyboardnya sangat nyaman untuk dipakai, kualitasnya tinggi. Packingan bubblewrap tebal dan rapih.",Lebih dari 1 tahun lalu,Varian: Merah
Ducky One 2 Tuxedo - Gaming Keyboard,6,n***e,bintang 5,"barangnya bagus banget, respon adminnya juga cepet. thank you !",Lebih dari 1 tahun lalu,Varian: Merah
Ducky One 2 Tuxedo - Gaming Keyboard,7,HAR,bintang 5,"Barang bagus banget. Ga boong, ga kecewa. Admin tokonya juga fast respond dan super ramah. Terima kasih!! Oiya dan belanja di sini juga dapet notanya kalo misal mau claim...",Lebih dari 1 tahun lalu,Varian: Silent RED
