Nama Produk,Review,Nama Akun,Rating User,Ulasan Produk,Waktu Review,Varian Produk
KBDFANS Tiger Lite Keybard KIT,1,V***s,bintang 5,none,Lebih dari 1 tahun lalu,Varian: Putih
KBDFANS Tiger Lite Keybard KIT,2,FardiAnjay,bintang 3,"PO warna ungu, eh yg ready biru 😔 dan gada kompensasi",Lebih dari 1 tahun lalu,none
KBDFANS Tiger Lite Keybard KIT,3,Beee,bintang 5,"Nice, pelayanan ramah. Feel dan suara keyboard bagus, dibanding 67 lite ini lebih flex",Lebih dari 1 tahun lalu,Varian: Putih
KBDFANS Tiger Lite Keybard KIT,4,S***i,bintang 5,Sumpah ini keyboard enak banget ga bohong dah typing feelnya enak mampus lebih enak dibanding keychron Q1 gw ... cmn KOPONG banget ringaaaaan parah ini keyboard tapi ajib...,Lebih dari 1 tahun lalu,Varian: Hitam
KBDFANS Tiger Lite Keybard KIT,5,FDC,bintang 5,tjakep... 👻,Lebih dari 1 tahun lalu,Varian: Hitam
KBDFANS Tiger Lite Keybard KIT,6,Rheza,bintang 5,"kit sudah sampai di tujuan. feel ngetik lebih enak dibandingkan tray mount (ini pakai gasket, so flex banget). RGB underglow gk terlalu keliatan, tapi gk jadi masalah. th...",Lebih dari 1 tahun lalu,Varian: Biru Muda
