Nama Produk,Review,Nama Akun,Rating User,Ulasan Produk,Waktu Review,Varian Produk
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,1,Daniel,bintang 5,"build kuality baik, craftmanship oke. sukses selalu Noir! thanks GGS!",4 bulan lalu,Varian: Hazel
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,2,Alang,bintang 4,ada beberapa lecet ntah dr jasa pengirimannya atau dr tokonya. bagus semoga awet,4 bulan lalu,Varian: Hazel
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,3,Christian,bintang 3,none,5 bulan lalu,Varian: White
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,4,Meisaki,bintang 4,"barang bagus, untuk bagian dudukan kakinya kalo bisa diganti dengan isolasi ruber",7 bulan lalu,Varian: Walnut
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,5,ricky,bintang 5,Mantab,9 bulan lalu,Varian: Black
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,6,Ryan,bintang 5,Mantapliiii,9 bulan lalu,Varian: Hazel
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,7,Aan,bintang 5,none,9 bulan lalu,Varian: Hazel
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,8,Lukman,bintang 5,"Pemasangan mudah, kualitas bahan bagus walau ada yang ngelupas dikit.",9 bulan lalu,Varian: White
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,9,Z***r,bintang 3,"Obeng gk sesuai sama taplaknya jelek, beset beset, kayunya gk rata",11 bulan lalu,Varian: Black
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,10,Muhammad,bintang 5,Bikin bisa naro banyak barang di meja hahahahahah. makasih gan. sejauh ini oke2 aja sih. cuma ya agak effort masang dulu. gacocok sama ane yang mageran. kalo ada opsi uda...,12 bulan lalu,Varian: White
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,11,A***s,bintang 4,"Wooden topnya perfect, tapi black shelfnya finishing kurang bagus.",12 bulan lalu,Varian: Hazel
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,12,Darren,bintang 5,none,Lebih dari 1 tahun lalu,Varian: Hazel
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,13,Laurentco,bintang 5,"Kualitas barang cukup baik, meskipun untuk bahan triplek yang digunakan ada beberapa part yang kurang mulus",Lebih dari 1 tahun lalu,Varian: Hazel
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,14,Davin,bintang 3,baut di kaki2 tidak sesuai,Lebih dari 1 tahun lalu,Varian: Black
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,15,Nadya,bintang 3,Kualitas barang kurang bagus. Tp dari tampilan sudah sesuai dgn foto,Lebih dari 1 tahun lalu,Varian: White
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,16,Rainier,bintang 5,Bikin meja makin rapi dan leher gak cape. Thanks ya 🎉,Lebih dari 1 tahun lalu,Varian: Black
Noir NEO Desk Shelf / Monitor Stand Riser Medium - White,17,W***m,bintang 5,Kualitas meja bagus,Lebih dari 1 tahun lalu,Varian: White
