Nama Produk,Review,Nama Akun,Rating User,Ulasan Produk,Waktu Review,Varian Produk
GANSS Azure PBT Double Shot Cherry Profile Keycaps Set,1,R***n,bintang 5,"datang dengan cepat, bagus dan lengkap, gila ini paling keren sih Enak banget buat nge-game Build quality-nya terbaik",3 bulan lalu,none
GANSS Azure PBT Double Shot Cherry Profile Keycaps Set,2,Firman,bintang 5,Gokil sih bagus colorwaynya saya suka,3 bulan lalu,none
GANSS Azure PBT Double Shot Cherry Profile Keycaps Set,3,N***l,bintang 5,Sampai dengan aman dan sesuai gambar. First time beli di GoodgamingShop,4 bulan lalu,none
