Nama Produk,Review,Nama Akun,Rating User,Ulasan Produk,Waktu Review,Varian Produk
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",1,faris,bintang 4,"keyboard nya bagus, berfungsi dg baik. hanya boxnya saja sepertinya sudah lama jadi rusak",7 bulan lalu,Varian: Gateron Blue - Keyboard Only
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",2,Rezky,bintang 5,"terima kasih banyak ya min, keyboard nya sudah saya terima dengan kondisi sangat baik dan pengirimannya juga sangat cepat",Lebih dari 1 tahun lalu,Varian: Gateron Blue - Keyboard Only
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",3,Ivan,bintang 5,"barang mantap seperti biasa, dapet bonus THR juga 😆😆",Lebih dari 1 tahun lalu,Varian: Gateron Yellow
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",4,Edwin,bintang 4,"respond cepat, barang good, cuman. sayang dusnya penyok",Lebih dari 1 tahun lalu,Varian: Gateron Red
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",5,A***f,bintang 5,"Barang bagus dengan aman, packaging mantul, plus dapet gantungan kunci hehehehe, nice buat goodgaming shop",Lebih dari 1 tahun lalu,Varian: Gateron Green
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",6,J***i,bintang 5,sangat puas barangnya kualitas bgs n respon cepat,Lebih dari 1 tahun lalu,Varian: Gateron Green
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",7,A***e,bintang 5,unbox > check > test > all works 👍🏼 buildnya jg ok 👍🏼,Lebih dari 1 tahun lalu,Varian: Gateron Yellow
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",8,Christalia,bintang 5,Bagus barangnyaaa,Lebih dari 1 tahun lalu,Varian: Gateron Red
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",9,d***e,bintang 5,"mantapp, produk dan pelayanan yang ramah,,, sangat recommended belanja disini",Lebih dari 1 tahun lalu,Varian: Gateron Blue
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",10,M***H,bintang 5,"seller responsif, pengiriman tepat waktu. packing rapi, kualitas barang oke, keyboardnya nyaman buat dipakai gaming & kerja.",Lebih dari 1 tahun lalu,Varian: Gateron Yellow
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",11,L***d,bintang 5,"pengiriman cepat, tanpa lalalili langsung jos, paketan rapi, barang no defect, semuanya berfungsi dengan baik. Recommended",Lebih dari 1 tahun lalu,Varian: Gateron Green
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",12,T***n,bintang 5,Nyaman banget yang black. Akhirnya punya mechanical keyboard. Warna-warni lagi. So happy. Hahaha.,Lebih dari 1 tahun lalu,Varian: Gateron black
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",13,Gus,bintang 5,"kerenn parahh sih ini, makasi kakk barangnya selamat sampe tujuan.",Lebih dari 1 tahun lalu,Varian: Gateron Yellow
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",14,H***a,bintang 1,"box tidak tersegel manual book, spare switch dan switch puller tidak ada rgb keyboard belang",Lebih dari 1 tahun lalu,Varian: Gateron Green
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",15,Gunawan,bintang 5,"Kualitas barang bagus, untuk switch gateron yellow emg ga bikin kecewa, build quality keyboard sendiri sangat baik mengingat di bracket harganya kegboard ini sudah full r...",Lebih dari 1 tahun lalu,Varian: Gateron Yellow
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",16,Dika,bintang 5,"Mantap sih keyboardnya, harga kelas menengah tapi feel kelas atas. Komplit semua fitur yg aku butuhin. Agak berat tapi malah jadi kerasa kokoh dan tebel materialnya",Lebih dari 1 tahun lalu,Varian: Gateron Blue
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",17,Ahmad,bintang 5,"barang oke, pengiriman cepet, banyak bonusnya, MANTAAAAPPP",Lebih dari 1 tahun lalu,Varian: Gateron Yellow
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",18,Alvi,bintang 5,"Mantap, ga nyangka datengnya hari ini euy, kirain senen 👌 Order ke-2 kalinya disini, tinggal nunggu shroudnya nih yang versi 104 masuk indo 👌",Lebih dari 1 tahun lalu,Varian: Gateron black
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",19,H***l,bintang 5,Best lahh. Best seller di tanya kesana kemari selalu fast response dan recommendation nya mantap ⭐⭐⭐⭐⭐ Review Barang: I think build quality is very decent for the price p...,Lebih dari 1 tahun lalu,Varian: Gateron black
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",20,R***n,bintang 5,nice barang yang di pesan sesuai deskripsi (hotswap) & packingnya rapih 👍,Lebih dari 1 tahun lalu,Varian: Gateron Red
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",21,Priscilla,bintang 5,service cepat. produk sesuai deskripsi. thanks..,Lebih dari 1 tahun lalu,Varian: Gateron Yellow
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",22,Naufal,bintang 5,"agak disayangkan kardusnya rada robek, tapi isinya sempurna keren banget.",Lebih dari 1 tahun lalu,Varian: Gateron Blue
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",23,Yabes,bintang 5,manteb bgt ini keyboard. cheklist semua fitur gw ada di sini.,Lebih dari 1 tahun lalu,Varian: Gateron Red
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",24,febry,bintang 5,mantep boss,Lebih dari 1 tahun lalu,Varian: Gateron Blue
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",25,Andi,bintang 5,Cepat dan sesuai dengan yang dijual,Lebih dari 1 tahun lalu,Varian: Gateron Blue
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",26,Michael,bintang 5,Bagus si.... kualitas nya oke.. budget keyboard bisa dibilang... pake gateron blue nya juga nyaman... ga kalah sama punya corsair atau logitech... cuma ya 2 merek itu ya...,Lebih dari 1 tahun lalu,Varian: Gateron Blue
"Tecware Phantom Elite 104 - Gaming Keyboard - Gateron Green, Keyboard Only",27,A***i,bintang 5,good,Lebih dari 1 tahun lalu,Varian: Gateron Blue
