Nama Produk,Review,Nama Akun,Rating User,Ulasan Produk,Waktu Review,Varian Produk
Akko Black & Bronze Keycap Set (158-Key) ASA - Keycap Set,1,Y***r,bintang 5,"Packing aman, delivery cukup cepat. Desain dari akko memang mantap kualitas keycaps juga bagus, thank you GGS dan akko👌",Lebih dari 1 tahun lalu,none
Akko Black & Bronze Keycap Set (158-Key) ASA - Keycap Set,2,A***d,bintang 5,"Seller responsif, barangnya mantap, cuma ekspedisinya aja molor, memang ada notice ant_ja ada keterlambatan tapi statusnya ya gak di update juga bikin was2, chat ke selle...",Lebih dari 1 tahun lalu,none
Akko Black & Bronze Keycap Set (158-Key) ASA - Keycap Set,3,jacky,bintang 5,Keycaps nya bagus bgt,Lebih dari 1 tahun lalu,none
Akko Black & Bronze Keycap Set (158-Key) ASA - Keycap Set,4,Dennis,bintang 4,Box broken huuu:(,Lebih dari 1 tahun lalu,none
Akko Black & Bronze Keycap Set (158-Key) ASA - Keycap Set,5,R***d,bintang 5,👍🏻👍🏻👍🏻,Lebih dari 1 tahun lalu,none
Akko Black & Bronze Keycap Set (158-Key) ASA - Keycap Set,6,Herdian,bintang 5,jadi indah sekaliii,Lebih dari 1 tahun lalu,none
Akko Black & Bronze Keycap Set (158-Key) ASA - Keycap Set,7,Kiki,bintang 5,"Sampai dengan selamat. Aman berkat bubble wrap dobel! Di luar itu semua, packaging Akko memang mungkin salah satu yang terbaik untuk produsen keycaps. Selain kardus tebal...",Lebih dari 1 tahun lalu,none
Akko Black & Bronze Keycap Set (158-Key) ASA - Keycap Set,8,Rinaldi,bintang 5,Keycaps sangat berkualitas untuk harganya. Sangat nyaman untuk disentuh. Design juga sangat ok terutama profile ASA. Toko sangat responsif dan sangat membantu.,Lebih dari 1 tahun lalu,none
