Nama Produk,Review,Nama Akun,Rating User,Ulasan Produk,Waktu Review,Varian Produk
Akko 3084B Plus Black & Gold - Gaming Keyboard,1,Ari,bintang 5,Feel switch jelly pink-nya lumayan. Terasa agak berat walau linear. Untuk profile keycaps terasa kecil permukaannya dan agak tinggi. Perlu sedikit pembiasan.,Lebih dari 1 tahun lalu,Varian: Jelly Pink
Akko 3084B Plus Black & Gold - Gaming Keyboard,2,A***l,bintang 5,"Keyboard yang recommended untuk dibeli jika dibandingkan dengan keyboard 75% range 1,2 jutaan seperti Keychron K2. Setelah 1 bulan pakai, ini keyboard sebenarnya masih ny...",Lebih dari 1 tahun lalu,Varian: Jelly Pink
Akko 3084B Plus Black & Gold - Gaming Keyboard,3,Christian,bintang 5,"Barang sesuai dan bagus, pengiriman cepat dan aman",Lebih dari 1 tahun lalu,Varian: Jelly Pink
Akko 3084B Plus Black & Gold - Gaming Keyboard,4,Faizal,bintang 5,"keyboardnya kerenn, pelayanan ramah dan cepat",Lebih dari 1 tahun lalu,Varian: Jelly Pink
Akko 3084B Plus Black & Gold - Gaming Keyboard,5,Filbert,bintang 5,"bubble wrapnya kurang tebel, jadinya kotaknya rusak sedikit dibagian ujung, tapi dalamnya semua aman jadi saya kasi bintang 5",Lebih dari 1 tahun lalu,Varian: Jelly Pink
Akko 3084B Plus Black & Gold - Gaming Keyboard,6,Yudi,bintang 5,keyboardnya mantap dan enak digunakan. build quality-nya terbaik.,Lebih dari 1 tahun lalu,Varian: Jelly Pink
