Nama Produk,Review,Nama Akun,Rating User,Ulasan Produk,Waktu Review,Varian Produk
GG Stabilizer pads Mechanical Keyboard,1,Nathaspin,bintang 5,okelaah mantap,4 bulan lalu,none
GG Stabilizer pads Mechanical Keyboard,2,J***i,bintang 5,"pengiriman cepat dan akurat, sesuai ekspektasi",Lebih dari 1 tahun lalu,none
GG Stabilizer pads Mechanical Keyboard,3,Matthew,bintang 5,"Barang dateng dengan kondisi sangat baik dan packaging nya sangat tebal, saya sangat senang berbelanja di toko ini",Lebih dari 1 tahun lalu,none
GG Stabilizer pads Mechanical Keyboard,4,akaima,bintang 5,barang sampai paking aman,Lebih dari 1 tahun lalu,none
