id_produk,nama_produk,id_user,nama_akun,rating_user,ulasan_produk,waktu_review,varian_produk,kategori
PI0068,"VortexSeries INNO X2 Super Light Wireless Gaming Mouse - Putih, Mouse Only",UI0060,Muhammad,5,"mantap. sesuai deskripsi, tidak ada cacat. seller ramah dan fast respon serta sangat membantu atas pertanyaan pertanyaan saya mouse ciamik, kayak G Pro X tapi Mini wkwkw...",5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0068,"VortexSeries INNO X2 Super Light Wireless Gaming Mouse - Putih, Mouse Only",UI0053,M***d,5,"Untuk harga segini kekurangan minor ga bisa komplain kayanya, cuman tetep saya mod sendiri. Unit yg saya dapet ada rattle pas diguncang, jd saya bongkar aja nyari di mana...",5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0068,"VortexSeries INNO X2 Super Light Wireless Gaming Mouse - Putih, Mouse Only",UI2770,Bagaskara,5,goodgameshop good,5 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0068,"VortexSeries INNO X2 Super Light Wireless Gaming Mouse - Putih, Mouse Only",UI1173,Jonathan,5,gyat cheap and good,5 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0068,"VortexSeries INNO X2 Super Light Wireless Gaming Mouse - Putih, Mouse Only",UI0158,G***e,4,"Seller responsif dan membntu, barang di proses cepat . Untuk yg pesan dengan paxel next day, pengalaman saya paket memang dikirim di next day tapi pada pukul 18.00 - 22....",5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0068,"VortexSeries INNO X2 Super Light Wireless Gaming Mouse - Putih, Mouse Only",UI0119,Vincentius,5,"Nyaman dan praktis tinggal plug and play, Ukuran mouse pas ditangan, Mantap 👍👍",5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0068,"VortexSeries INNO X2 Super Light Wireless Gaming Mouse - Putih, Mouse Only",UI0085,D***y,5,Nyaman dan praktis tinggal plug and play Ukuran mouse pas ditangan.,5 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0068,"VortexSeries INNO X2 Super Light Wireless Gaming Mouse - Putih, Mouse Only",UI2771,D***q,5,Nyaman dan praktis tinggal plug and play Best value mouse Ukuran mouse pas ditangan.,5 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0757,Thrustmaster TFRP Rudder,UI2772,ario,5,"barang mantap, jd enak main Heli di dcs thanks goodgaming",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Steering Wheel"
PI0759,HyperX Alloy FPS RGB - Gaming Keyboard,UI0532,Gilbert,5,keyboardnya cakep parah.. pake switch kailh silver enak poll dibuat main fps.. lebih respond drpd lainnya..mumpung lg promo.. hajar dah !!,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI0759,HyperX Alloy FPS RGB - Gaming Keyboard,UI0064,R***a,5,"fast respon,pengiriman cepat dan barang jg sesuai deskripsi",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI2773,RIJAL,5,"seler ramah, respon cepat dan packinganya rapi👍👍 sukses selalu buat selernya👍👍 dan pengiriman cepat,,2 hari sampai di timika Papua 👍👍 produk original hyperX garansi...",1 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0670,Firmansyah,5,"earphonenya enak banget dipake ga lepas² an, dulu kurang suka pake earphone karena ga cocok di telinga ku gampang lepas/jatoh",1 bulan lalu,Varian: Hitam,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI2774,MRB,5,Jauuuh lebih bagus dari yg 2 gua bilang karna udah di improve. Eartip nya sekarang agak melengkunh biar lebih bagus fitting ketelinga nya. Dari segi suaranya sebenarnya s...,1 bulan lalu,Varian: Hitam,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI2775,veri,5,"sy kira suaranya bisa lebih bagus dr sades wings 10 ternyata suaranya ancur 👎, bassnya tipis untuk buat main ml ga recomended mungkin buat main fps bagus",2 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI1448,M***r,5,Oke,2 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0533,Kelvin,5,none,2 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0735,W***u,5,none,2 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI2776,Suriyadi,5,none,2 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI2171,Ferdian,5,"barang bagus, cuma ga cocok ditelinga",2 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0306,S***i,5,Barang aman bagus fungsional. Gk ada foto krena yg lain udh byk foto,3 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI2777,dipa,5,none,3 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0550,P***i,5,"packing lumayan aman, pengiriman cepat padahal kemedan",5 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0408,Y***a,5,"Pengiriman cefaat, dan barang ✅ ok",6 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0542,Putra,5,mantap bang!,6 bulan lalu,Varian: Hitam,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0766,raja,5,"packingnya rapi dan aman, 👍 dan barang berfungsi dengan baik.",6 bulan lalu,Varian: Hitam,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0465,M***n,5,Respon cepat /mantap pokoknya,6 bulan lalu,Varian: Hitam,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0053,M***d,5,"Packing lumayan aman, barang juga sesuai lah 👍🏻",7 bulan lalu,Varian: Hitam,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0693,H***o,5,"Suara sangat bagus, cocok untuk player PUBG",7 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0516,Hadi,5,Cakep! fast respon.. barangnya sesuai deskripsi.. dan emg enak ternyata 😂 thankyouu gan,7 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI2778,Arka,5,"respon cepat barnag mantab, recommended seller",8 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0021,H***n,5,mogaaa awett,8 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI2779,Datsir,5,PENGIRIMAN SUPER CEPAT BARANG BERFUNGSI DENGAN BAIK... BARANG MANTAP,8 bulan lalu,Varian: Merah,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0060,Muhammad,5,"Pengiriman dan Packing bagus, Barang jg kualitasnya Bagus dan berfungsi dengan baik🙏",9 bulan lalu,Varian: Hitam,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI2780,H***f,5,Barang sesuai respon cepat rekomenn,11 bulan lalu,Varian: Hitam,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0779,Vito,5,"mantap ini!!! dibandingin yang pertama lebih enak yang ini, micnya lebih kerasa jernihnya, eartipnya dia lebih cekung masuk kedalem dari pada yang pertama relatif datar,...",11 bulan lalu,Varian: Hitam,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0070,Hyperx Cloud Earbuds II / Earbuds 2 Gaming Earbuds with Mic - Hitam,UI0127,K***n,5,bagoss,11 bulan lalu,Varian: Hitam,"Audio, Kamera & Elektronik Lainnya, Audio, Earphone"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0085,D***y,5,none,2 hari lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2781,cosgrove,5,"Barang bagus sesuai ekspektasi. Sempat ajukan komplain karena sedikit melewati waktu pengiriman, tapi seharusnya gak perlu. sayanya aja yang gak sabar. Overall dri toko r...",6 bulan lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0073,I***n,5,"sesuai apa yang di inginkan barangnya, chat selalu di balas, mines banyak yang robek doang di kardusnya 😅🙏",Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0060,Muhammad,5,bagus,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0733,Andre,5,barang mantap tidak ada kendala lop yu,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0634,Christian,5,"GGS dari jaman sekolah - udah kerja masih jadi toko andelan buat belanja gaming gear haha, thank you banget yaa :)",Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI1307,Z***a,5,Worth the moneyyyyyyy,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI1860,Satrio,5,worth it banget dah.. thx for Razer n seller,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI1448,M***r,5,good,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0302,S***a,5,"suka bangett, buat main pubgm denger step jadi jelas bgt. lagi capek pake earbuds sama iem jadi beli headset ini aja.",Lebih dari 1 tahun lalu,Varian: Green Edition,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0807,d***e,5,"Build quality nya oke banget, soundstage nya luas, tuningannya jg enak, so far ini seri X yg paling enak",Lebih dari 1 tahun lalu,Varian: Green Edition,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0597,C***e,5,Bagus bangettt,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0263,Andhika,5,"Mantep banget suaranya, respon cepet, ramah juga, toppp, next belanja disini lagi pasti",Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0052,Ryan,5,"Mantap lah pokonya, Headset Razer tapi seharga merek lokal. Build Quality juga bagus, yang dibilang ringkih bagian adjust naik turunnya ternyata ngak kog, Aman aja harusn...",Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2782,Brainli,5,Cepettt bangettt 🥳,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2208,c***o,5,none,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0135,A***o,5,kotaknya rusak :') tapi isinya aman kok Earcupnya lembut. Sound mantap. Best value headset.,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2783,W***E,5,"Pengiriman cepat, kualitas barang ok, seller ramah dan baik",Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0245,Denny,5,Best value headset. Main FPS berasa banget. Sound mantap.,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0127,K***n,5,mantap,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0394,Ekky,5,mantap mantap rispek,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2784,Goenarso,5,suara mantab..moga awet..,Lebih dari 1 tahun lalu,Varian: Green Edition,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0060,Muhammad,5,Pengiriman barang lama. Bagi yang butuh cepat saya tidak rekomendasikan beli di sini. Untuk kualitas produk sesuai deskripsi & asli,Lebih dari 1 tahun lalu,Varian: Green Edition,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI1288,P***a,4,"barang oke, pelayanan aneh.minta nunda pengiriman besuk karena hari itu gak bisa jadi di okein aja malah besuknya gak dikirim² mepet batal otomatis.kalau gak diingatkan p...",Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI1754,Putri,5,". bagus banget, belanja online perlengkapan games dah paling mantab disni, best of the best",Lebih dari 1 tahun lalu,Varian: Green Edition,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0061,G***g,5,"Build quality bagus, suara ok utk harga segini, mic ok utk call.",Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2785,Widya,5,"Brg original, seller fast response, packaging jg super oke. Rekomendasi skali",Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2786,Fandy,5,"fast response, barang bagus, pengiriman top ga nunggu lama. RECOMENDED",Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0489,Gilang,5,mantap,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0833,T***y,5,barangnya bagus,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0105,F***y,5,"Tmpt baru ggs keren abis. Employee nya blg, “ service skrg based on user experience “ and it delivered. Saya sangat puas belanja di ggs, service nya nganga juga ok bgt. W...",Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2787,adl,5,barang ori dan aman,Lebih dari 1 tahun lalu,Varian: Black,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2788,BW,5,mantaappp min ni headset,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0717,Rizal,5,"barangnya sampai dgn baik, packing bagus, cepat. kalau headphone-nya sendiri... super dashyat. mendadak jago mau FPS games. 7.1 surroundnya berasa bgt. suara dari mic jug...",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2789,dika,5,"mantap mint, tetap fast respon walau tak chat tengah malem 😅. pengiriman cepat untuk headsetnya sendiri bekerja dengan baik 👍 lumayan kedap suara dari luar, mic jernih",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0202,A***a,5,jos,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2790,Gerry,5,"pembelian kedua kalinya di toko ini, ga pernah mengecewakan, seller cukup responsif, proses cepat, kualitas barang oke. Barang udah dicoba, dan hasilnya sesuai dengan rev...",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2791,Natta,5,Gg gamink ges,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI1527,Rama,5,seller sangat responsif enak diajak ngomong dan produknya juga aman,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI2792,dido,5,"seller fast response dan ramah, barangnya oke banget, thankyou 🙏",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0321,David,5,Mantap puas Ama pelayanan nya. Cepat diprosesnya 👍,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0204,Andrew,5,"proses cepat, barang mantap",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0090,A***d,5,none,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI1390,B***g,5,Mantap,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0071,Razer Blackshark V2 X - Gaming Headset - Black,UI0903,Eric,5,"Produk ori dan kualitas oke, cuma pengiriman agak telat jd kasihan merepotkan kurirnya",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0072,Kailh Speed Cooper Tactile Switch Mechanical Keyboard,UI2793,Aryadi,5,Selalu Bagua Keyboardnya mantap dan enak digunakan,5 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0006,Wuque WS Morandi Linear Switches,UI2761,Irsyad,1,none,1 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI0006,Wuque WS Morandi Linear Switches,UI0108,L***y,5,"Pertama kali cobain WS morandi, sempet kepikiran mau beli 1 dulu buat nyobain, tapi karena udah gak sabaran langsung check out aja! Enak banget ini switch gurih! Sempet...",6 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI0006,Wuque WS Morandi Linear Switches,UI0060,Muhammad,5,Stock udah langsung enak. Manteppp,6 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI0006,Wuque WS Morandi Linear Switches,UI2794,Milliensu,5,"Mantap, switchnya thocky dan lebih poppy daripada gatmilky yellow",7 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI0006,Wuque WS Morandi Linear Switches,UI0360,Deo,5,"prelube nya becek, thock smooth",10 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI0006,Wuque WS Morandi Linear Switches,UI0991,Hafidz,5,mantaaappp bgt pokoknya auto thocky,11 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI0006,Wuque WS Morandi Linear Switches,UI2795,irwan,5,Mantap,11 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI0522,Andri,4,"Barang yg dipesan bagus, kualitas ok. Pengirimannya yg lama walaupun melalui GoSend-Sameday 8jam",2 bulan lalu,Varian: Pink,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI0203,A***n,5,"response seller cepat, barang ok.",10 bulan lalu,Varian: White,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI1646,Yosua,5,"Mantap keyboard, respon cepat. Ditingkatkan lagi kecepatannya ya gan! Recommended",Lebih dari 1 tahun lalu,Varian: White,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI1235,A***y,5,"Suaranya tidak cempreng/berisik, semuanya berfungsi dengan baik, warnanya juga oke banget, worth it.",Lebih dari 1 tahun lalu,Varian: White,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI0215,A***s,5,kurirnya ngaco dah.. store ok,Lebih dari 1 tahun lalu,Varian: Blue Mint,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI2796,Fransiscus,5,Barang sampai dengan baik. Terima kasih,Lebih dari 1 tahun lalu,Varian: Blue Mint,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI1770,Indah,5,"sellernya ramah, keyboard and mouse nya bagus bangettt🖤 keyboard nya ada beratnya gitu jd kesannya tuu classy banget. sukak🤍 untuk fungsi nya blum tau soalnya lg mau be...",Lebih dari 1 tahun lalu,Varian: White,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI0567,F***h,5,"Paket nyampe dg selamat, packing rapih barang sudah dicoba dan jadi, box penyok dikit untung masih aman. Terimakasih masbro",Lebih dari 1 tahun lalu,Varian: Blue Mint,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI1698,Ian,5,nice produk,Lebih dari 1 tahun lalu,Varian: Blue Mint,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI2797,Danindra,5,biang,Lebih dari 1 tahun lalu,Varian: Blue Mint,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI2608,Retno,5,"Barang original,warna real pict,keyboadnya belum ada baterainya jadi belum bisa dicoba, suka banget model keyboadnya. terimakasih seller , kurir & tokped",Lebih dari 1 tahun lalu,Varian: Blue Mint,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI0203,A***n,5,"responae toko ok bgt. oengiriman juga cepat. keyboardnya berfungsi dgn baik. material bagus, sayang mousenya kurang ergonomis.",Lebih dari 1 tahun lalu,Varian: Blue Mint,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
PI0073,Rexus KM9 / KM-9 Combo Bundle Keyboard & Mouse Wireless - Pink,UI1086,H***i,5,"Barang berkualitas dan sesuai deskripsi, semoga awet.",Lebih dari 1 tahun lalu,Varian: White,"Komputer & Laptop, Aksesoris Komputer & Laptop, Mouse & Keyboard Bundle"
