id_produk,nama_produk,id_user,nama_akun,rating_user,ulasan_produk,waktu_review,varian_produk,kategori
PI2563,Pulsar X2 MINI RandomFrankP Edition WIreless Gaming Mouse,UI0001,Bimo,5,Nyaman dan praktis tinggal plug and play,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2564,Melgeek Mojo68 Retro - Mechanical Keyboard,UI0002,S***m,5,"Keren memang mojo68 retro, sayang typing sound nya too quiet, mungkin karna switch gat silver tipenya senyap",9 bulan lalu,Varian: Gat Silver Pro,"Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI2567,Redragon K608 Full size Mechanical - Gaming Keyboard,UI0003,Riski,5,"buat yg nyari suara pas ngetik, bisa beli yg switch biru atau merah",Lebih dari 1 tahun lalu,Varian: Brown Switch,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI2569,CORSAIR MM300 EXTENDED GAMING MOUSEPAD SPEED,UI0004,S***o,5,"rapih, material bagus, nyaman digunakan, dimensinya pas. Cocok banget buat yg suka main game atau yg bekerja sambil ngerokok karena corak mose pad jd kamuflase abu rokok...",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2573,ZOOM75 Essential Edition Strawberry IceCream BAREBONE,UI0005,Winardi,5,"Kedua kali beli Zoom75 disini and never dissapoints! Proses pengiriman sangat cepat, packingan super aman dan dapet bonus keychain dan tumbler juga. Thank you GGS!",3 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2576,ZOOM75 Essential Edition Milky Green NON-Flex Cut RGB BAREBONE,UI0006,r***i,1,"boxnya penyok, robek. kenapa harus dikasih bonus merchandise botol? setau saya kan itu bikin boxnya makin tertekan dan hasilnya jadi penyok boxnya. kalau memang ada bonus...",4 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2578,Razer Wolverine V2 Pro - White - Wireless Pro Gaming Controller,UI0007,R***y,4,Pengiriman agak lama. But product delivered is good,3 bulan lalu,none,"Gaming, Aksesoris Game Console, Joystick Game Console"
PI2581,STREAMPLIFY 2IN1 (CAM + LIGHT 10),UI0008,ASKRAUTOWORKS,5,Terbaik,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris Komputer & Laptop, Webcam"
PI2582,Yiqi Keycaps Plastics PBT Dye-Sub MDA Profile,UI0009,M***M,5,"produk baik, kualitas baik, walopun harus ganti ke theme winter karena barang yang theme plastic ga ready pas udah dipesen. masih kepengen yang theme plastic tapi nanti l...",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris Komputer & Laptop, Keyboard"
PI2583,Bundling Promo XLite V2 Mini Wireless + Paracontrol Mousepad V2 (Blue),UI0010,B***y,5,v1 aja uda best apalagi v2 👍,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Gaming Mouse & Keyboard Bundle"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0011,F***t,5,"Overall puas dengan quality Keycaps nya , sayangnya sizing nya ternyata ga 100% pas di layout 86% , recommended buat yg Fullsize",9 bulan lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0012,K***h,5,Seller responsif proses cepat. Lebih cocok untuk yg lednya northface ternyata.,Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0013,X***z,5,"lumyan update looks phantom lama yang item semua, good product.",Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0008,ASKRAUTOWORKS,5,Barang bagus,Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0014,Aldi,5,Berfungsi dengan baik 👍,Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0015,Daniel,4,"Feel typenya lbh enak dr bawaan tecware phantom, cuma sy kurang teliti ternyata blm dapet keycap shift kanan 1.75u dan alt fn ctrl kanan 1u jd kl coba pasang di layout. 6...",Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0016,Fahmi,5,"adminnya baik banget pas ditanya tanya keycaps mana yang cocok untuk keyboard gua, the best dah",Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0017,W***y,5,"Enak banget buat nge-game, Build quality-nya terbaik",Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0018,L***r,5,Purrrrfeekkkk 👌🏻,Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0019,William,5,nice 👍,Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0020,Kazehaya,5,"Produknya bgs, sesuai speksifikasi. Kemarin ada keycaps yang hilang dan lgsg dikirim keycaps pengganti. Mantap.",Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0021,H***n,5,"Pengiriman cepat, seller pun ramah.. Well done 👍",Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0022,maikel,5,gada dua nya beli di mari,Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0023,S***l,5,"cocok sama stylenya, multimedia keynya juga dibuat ga keliatan + setup keyboardnya jadi bersih",Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0024,Varian,5,"quality nya good, pas buat anne pro 2",Lebih dari 1 tahun lalu,Varian: Classic Black,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0025,Iwan,5,"Keycaps pesanan sudah diterima, pakai free ongkir, pesan kemarin sore, diterima sore ini, gercep sekali. Keycaps udah terpasang di Tecware Phantom L saya, semua keycap pa...",Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0026,M***m,5,"Produk sesuai pesanan, terima kasih",Lebih dari 1 tahun lalu,Varian: Classic White,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0027,Sandra,5,Barang ok,Lebih dari 1 tahun lalu,Varian: Classic White,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0028,Fachrizal,5,"Terbaiklah, setelah transfer nomer resinya langsung keluar dan dikirim langsung gapake lama. Katanya sih bisa dipasang ke Leopold Fc750R tapi gatau deh bener apa nggak, s...",Lebih dari 1 tahun lalu,Varian: Classic Black,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0029,Dave,5,Mantap keycaps Enak banget buat nge-game,Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0030,Dhanika,5,"Bagus bgt bahannya, di jari enak feelnya. Legendsnya saya suka, gak kyk gaming style yg aneh2. Kekurangannya cuma yg warna grey gak terlalu tembus LED",Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0031,j***s,5,bagus,Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0032,Yosefan,5,"pengriman nya cepat dan kurir nya baik xixixixi.... ...... canda boss, produk nya bagus keycap ny nyaman cuma buat keyboard logitech g512 yg gbs masuk cma ctrl space s...",Lebih dari 1 tahun lalu,Varian: Classic Black,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0033,V***o,4,Kurang Cocok Sama Keyboard Logitech G512 GX Brown,Lebih dari 1 tahun lalu,Varian: Classic Black,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0034,g***t,5,none,Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0035,Hans,5,Top!,Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0036,A***i,5,Mantulll,Lebih dari 1 tahun lalu,Varian: Classic Black,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0037,Jason,5,"Respons Seller cepat dan ramah, pengiriman kilat sehari sampai padahal cuman pakai reguler dan packing mantap. Produk overall ok hampir semua key compatible kecuali “Alt”...",Lebih dari 1 tahun lalu,Varian: Classic White,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0038,Dicky,5,bagus gk bocor warnanya,Lebih dari 1 tahun lalu,Varian: Classic Black,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0039,C***r,5,"Mantap, emang feel PBT beda dibanding ABS",Lebih dari 1 tahun lalu,Varian: Classic Black,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0040,J***e,5,"seller fast resp mantap, proses cepat, barang aman, mantappp",Lebih dari 1 tahun lalu,Varian: Classic Black,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0041,Arif,5,"huruf dan symbol besar, cahaya led tembus merata, gak licin, material lumayan tebal",Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0029,Dave,5,barang sampai dengan selamat tanpa kekurangan apapun buat keyboard jadi aman seperti baru,Lebih dari 1 tahun lalu,Varian: WhiteGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0042,E***o,4,Dus e kacau tp barang oke,Lebih dari 1 tahun lalu,Varian: Classic White,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0012,K***h,5,"Memuaskan, kualitas bagus, bahan tebal. terimakasih",Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0043,O***k,5,"Duotone black-grey. Keycaps yang black warnanya agak beda dengan bawaan dari keyboard tecware phantom 87, condong ke abu2 gelap. Di beberapa keycaps ga ada label buat...",Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI0102,Tecware Double Shot PBT Backlit Keycaps - Gaming Keycaps - Classic Black,UI0044,F***e,5,gak nyangka finishing nya bagus banget. sebelumnya beli caps murah 200an. setelah ganti ini tekstur nya lebih smooth (walau ga se smooth abs bawaan keychron) tapi experie...,Lebih dari 1 tahun lalu,Varian: BlackGrey 2Tone,"Komputer & Laptop, Aksesoris PC Gaming, Game Capture Card & Stream Deck"
PI2584,Bundling Promo XLite V2 Mini Wireless + Paracontrol Mousepad V2,UI0045,Muhamad,5,"sungguh kombo yg mantap! emang bener tangan lebih cocok ke ukuran v2 mini, lebih enak buat claw grip dibanding versi normal, mousepad paracontrol juga enak karena gak ter...",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Gaming Mouse & Keyboard Bundle"
PI2585,Corsair MM300 - Gaming Mousepad,UI0046,Johanes,5,Barang original dan pengeriman cepat,Lebih dari 1 tahun lalu,Varian: M,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Pad Gaming"
PI2593,ZOOM75 Essential Edition Sky Blue NON-Flex Cut RGB BAREBONE,UI0047,a***v,5,nice,4 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2595,QK80 WK Navy 80% Layout Barebone Mechanical Keyboard,UI0048,Eduardo,5,sudah terima dan sdh direfund,4 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Keyboard Gaming"
PI2599,STREAMPLIFY 2IN1 (CAM + MIC TRIPOD),UI0049,Rezha,5,Work all together,6 bulan lalu,none,"Komputer & Laptop, Aksesoris Komputer & Laptop, Webcam"
PI2608,Corsair Harpoon Gaming Mouse,UI0050,Mario,5,Biarkan bintang yg berbicara,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI2610,Corsair M65 Pro Black - Gaming Mouse,UI0051,Kevin,5,"Order jam 14:30, sampai di rumah jam 17:00. Highly recommended, fast response, and informative. Thank you!",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0052,Ryan,5,y sesuai,2 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0053,M***d,5,"mousenya enak digenggam, bisa di setting , licin dan responsif",9 bulan lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0054,Agung,5,"mantap pokoknya, semoga kwalitasnya memuaskan",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0055,F***o,5,bagus. tapi kegedean bagi aku Dan berat.,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0056,Zain,5,"Kualitas fantech Thor X9 emang beda, sempet beli varian lain dari fantech dengan harga yg sama, kualitasnya gak sekuat X9 ini, btw ini kedua kalinya gua beli X9 setelah b...",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0057,o***n,5,nice,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0058,Agus,5,"Proses dan pengiriman cepat, produk bekerja dengan baik. Recommended Seller",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0059,Evan,5,proses cepat,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0060,Muhammad,5,mouse nya mantap murah tp ga murahan..pelayanan nya ramah sekali mantap belanja disini dapat stiker pula 👍👍👍,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0061,G***g,5,berfungsi dengan baik.,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0062,Pieter,5,Sesuai aplikasi!,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0021,H***n,5,build quality oke,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0063,Prabu,5,mantap barang nya sampai nya cepat,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0064,R***a,5,bagus… dan cepat sampai,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0065,devan,5,"fast respon, packing rapih, dibonusin sticker toko makasih🙏",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0066,WILLIAM,5,mantappp👍,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0067,Widi,5,Nyaman dan praktis tinggal plug and play. Ukuran mouse pas ditangan.. Best value mouse.,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0068,Fajar,5,Nyaman dan praktis tinggal plug and play. Ukuran mouse pas ditangan.. Best value mouse.,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0069,Hafis,5,none,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0064,R***a,5,barangnya mantappp,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0070,fajar,5,barang bagus pengiriman sangat cepat mantappp,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0071,randy,5,"Pelayanan bgus, barang OK, semoga awet",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0072,hans,4,okelah...............,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0073,I***n,5,"Jos Gandos barang berfungsi mantap, pelayanan mantap, makasih",Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0104,Fantech Gaming Mouse X9 THOR Standart Macro,UI0074,Maylina,5,suka dan puas👍,Lebih dari 1 tahun lalu,none,"Komputer & Laptop, Aksesoris PC Gaming, Mouse Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0075,Kresna,4,"sound bagus, mic agak kurang suaranya. untuk yg pake kacamata agak mantul kelensa rbgnya pas di pake. sama scroll volume agak kasar kek plastik bergesekan gitu",3 minggu lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0076,T***o,5,"Barang sudah di terima, respon dan pengiriman cepat, sound dan mic berfungsi dengan baik, dan dapat gantungan kunci. Terima kasih :)",4 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0036,A***i,5,Barang ori berfungsi dengan baik! Mantap!,4 bulan lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0077,Angga,4,"Keunggulan : 1. Desain keren 8/10 2. Koneksi No Delay 8,5/10 3. Noise Cancelling lumayan 7/10 4. DTS Sorround Sound 360 derajat mantap 8/10 Kekurangan : 1. Hati2 saat bu...",10 bulan lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0009,M***M,5,mantap dah terbakk emg ggs 👌,Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0078,Athala,5,"Packaging bagus, kualitas suara juga bagus ga lecet",Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0079,Alvin,5,"suaranya sih oke tapi pas saya unboxing, kotak nya sudah robek. berharap kedrpannya ga akan kenapa napa.",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0080,G***t,5,emg GGS ga pernah salah,Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0081,Alfonsus,5,Top notch! Thank you GoodGamingShop!!🔥🔥👍,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0060,Muhammad,5,mantap,Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0082,Nixon,5,"mantap jiwa berfungsi dgn baik, cuma ini ga dapet pouch jd susah buat dibawa2",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0083,Adam,5,Barang sesuai dan ori pastinya. Semoga awet! Dan dpt bonus botol sama emas 😍,Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0084,P***u,5,"Barang sampai dengan selamat, sudah di test semua di software G hub, normal semua 👍🏻👍🏻",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0085,D***y,4,"Barang bagus, tapi barang sampai tidak sesuai dengan yang dijanjikan",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0086,W***m,5,Best value headset,Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0087,Sigit,3,"Barang sesuai deskripsi, garansi aman dan masuk registrasi Logitech Indonesia, cuman agak kurang kenapa segel sudah terbuka, sehingga kesan unboxing berkurang. Sekian, m...",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0060,Muhammad,5,Puas pokoknye belanje di GGS mah.,Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0088,Hendro,5,kayakny trouble baterainy ini padahal lumayan bagus,Lebih dari 1 tahun lalu,Varian: Hitam,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
PI0105,Logitech G733 Lightspeed - Wireless Gaming Headset - Hitam,UI0060,Muhammad,5,"ringan banget headphonenya, kualitas suaranya jernih tapi untuk micnya kurang jernih, dan busa kurang empuk, response dari toko cepat",Lebih dari 1 tahun lalu,Varian: Putih,"Komputer & Laptop, Aksesoris PC Gaming, Headset Gaming"
